,Left-Caudate,Left-Putamen,Left-Pallidum,Left-Hippocampus,Left-Amygdala,Left-Accumbens-area,Right-Caudate,Right-Putamen,Right-Pallidum,Right-Hippocampus,Right-Amygdala,Right-Accumbens-area,BrainSegVol,BrainSegVolNotVent,lhCortexVol,rhCortexVol,CortexVol,lhCerebralWhiteMatterVol,rhCerebralWhiteMatterVol,CerebralWhiteMatterVol,SubCortGrayVol,TotalGrayVol,SupraTentorialVol,SupraTentorialVolNotVent,MaskVol,BrainSegVol-to-eTIV,MaskVol-to-eTIV,lhSurfaceHoles,rhSurfaceHoles,SurfaceHoles,EstimatedTotalIntraCranialVol,lh_G&S_frontomargin_volume,lh_G&S_occipital_inf_volume,lh_G&S_paracentral_volume,lh_G&S_subcentral_volume,lh_G&S_transv_frontopol_volume,lh_G&S_cingul-Ant_volume,lh_G&S_cingul-Mid-Ant_volume,lh_G&S_cingul-Mid-Post_volume,lh_G_cingul-Post-dorsal_volume,lh_G_cingul-Post-ventral_volume,lh_G_cuneus_volume,lh_G_front_inf-Opercular_volume,lh_G_front_inf-Orbital_volume,lh_G_front_inf-Triangul_volume,lh_G_front_middle_volume,lh_G_front_sup_volume,lh_G_Ins_lg&S_cent_ins_volume,lh_G_insular_short_volume,lh_G_occipital_middle_volume,lh_G_occipital_sup_volume,lh_G_oc-temp_lat-fusifor_volume,lh_G_oc-temp_med-Lingual_volume,lh_G_oc-temp_med-Parahip_volume,lh_G_orbital_volume,lh_G_pariet_inf-Angular_volume,lh_G_pariet_inf-Supramar_volume,lh_G_parietal_sup_volume,lh_G_postcentral_volume,lh_G_precentral_volume,lh_G_precuneus_volume,lh_G_rectus_volume,lh_G_subcallosal_volume,lh_G_temp_sup-G_T_transv_volume,lh_G_temp_sup-Lateral_volume,lh_G_temp_sup-Plan_polar_volume,lh_G_temp_sup-Plan_tempo_volume,lh_G_temporal_inf_volume,lh_G_temporal_middle_volume,lh_Lat_Fis-ant-Horizont_volume,lh_Lat_Fis-ant-Vertical_volume,lh_Lat_Fis-post_volume,lh_Pole_occipital_volume,lh_Pole_temporal_volume,lh_S_calcarine_volume,lh_S_central_volume,lh_S_cingul-Marginalis_volume,lh_S_circular_insula_ant_volume,lh_S_circular_insula_inf_volume,lh_S_circular_insula_sup_volume,lh_S_collat_transv_ant_volume,lh_S_collat_transv_post_volume,lh_S_front_inf_volume,lh_S_front_middle_volume,lh_S_front_sup_volume,lh_S_interm_prim-Jensen_volume,lh_S_intrapariet&P_trans_volume,lh_S_oc_middle&Lunatus_volume,lh_S_oc_sup&transversal_volume,lh_S_occipital_ant_volume,lh_S_oc-temp_lat_volume,lh_S_oc-temp_med&Lingual_volume,lh_S_orbital_lateral_volume,lh_S_orbital_med-olfact_volume,lh_S_orbital-H_Shaped_volume,lh_S_parieto_occipital_volume,lh_S_pericallosal_volume,lh_S_postcentral_volume,lh_S_precentral-inf-part_volume,lh_S_precentral-sup-part_volume,lh_S_suborbital_volume,lh_S_subparietal_volume,lh_S_temporal_inf_volume,lh_S_temporal_sup_volume,lh_S_temporal_transverse_volume,BrainSegVolNotVent,eTIV,lh_G_and_S_frontomargin_volume,lh_G_and_S_occipital_inf_volume,lh_G_and_S_paracentral_volume,lh_G_and_S_subcentral_volume,lh_G_and_S_transv_frontopol_volume,lh_G_and_S_cingul-Ant_volume,lh_G_and_S_cingul-Mid-Ant_volume,lh_G_and_S_cingul-Mid-Post_volume,lh_G_Ins_lg_and_S_cent_ins_volume,lh_S_intrapariet_and_P_trans_volume,lh_S_oc_middle_and_Lunatus_volume,lh_S_oc_sup_and_transversal_volume,lh_S_oc-temp_med_and_Lingual_volume,rh_G&S_frontomargin_volume,rh_G&S_occipital_inf_volume,rh_G&S_paracentral_volume,rh_G&S_subcentral_volume,rh_G&S_transv_frontopol_volume,rh_G&S_cingul-Ant_volume,rh_G&S_cingul-Mid-Ant_volume,rh_G&S_cingul-Mid-Post_volume,rh_G_cingul-Post-dorsal_volume,rh_G_cingul-Post-ventral_volume,rh_G_cuneus_volume,rh_G_front_inf-Opercular_volume,rh_G_front_inf-Orbital_volume,rh_G_front_inf-Triangul_volume,rh_G_front_middle_volume,rh_G_front_sup_volume,rh_G_Ins_lg&S_cent_ins_volume,rh_G_insular_short_volume,rh_G_occipital_middle_volume,rh_G_occipital_sup_volume,rh_G_oc-temp_lat-fusifor_volume,rh_G_oc-temp_med-Lingual_volume,rh_G_oc-temp_med-Parahip_volume,rh_G_orbital_volume,rh_G_pariet_inf-Angular_volume,rh_G_pariet_inf-Supramar_volume,rh_G_parietal_sup_volume,rh_G_postcentral_volume,rh_G_precentral_volume,rh_G_precuneus_volume,rh_G_rectus_volume,rh_G_subcallosal_volume,rh_G_temp_sup-G_T_transv_volume,rh_G_temp_sup-Lateral_volume,rh_G_temp_sup-Plan_polar_volume,rh_G_temp_sup-Plan_tempo_volume,rh_G_temporal_inf_volume,rh_G_temporal_middle_volume,rh_Lat_Fis-ant-Horizont_volume,rh_Lat_Fis-ant-Vertical_volume,rh_Lat_Fis-post_volume,rh_Pole_occipital_volume,rh_Pole_temporal_volume,rh_S_calcarine_volume,rh_S_central_volume,rh_S_cingul-Marginalis_volume,rh_S_circular_insula_ant_volume,rh_S_circular_insula_inf_volume,rh_S_circular_insula_sup_volume,rh_S_collat_transv_ant_volume,rh_S_collat_transv_post_volume,rh_S_front_inf_volume,rh_S_front_middle_volume,rh_S_front_sup_volume,rh_S_interm_prim-Jensen_volume,rh_S_intrapariet&P_trans_volume,rh_S_oc_middle&Lunatus_volume,rh_S_oc_sup&transversal_volume,rh_S_occipital_ant_volume,rh_S_oc-temp_lat_volume,rh_S_oc-temp_med&Lingual_volume,rh_S_orbital_lateral_volume,rh_S_orbital_med-olfact_volume,rh_S_orbital-H_Shaped_volume,rh_S_parieto_occipital_volume,rh_S_pericallosal_volume,rh_S_postcentral_volume,rh_S_precentral-inf-part_volume,rh_S_precentral-sup-part_volume,rh_S_suborbital_volume,rh_S_subparietal_volume,rh_S_temporal_inf_volume,rh_S_temporal_sup_volume,rh_S_temporal_transverse_volume,BrainSegVolNotVent,eTIV,rh_G_and_S_frontomargin_volume,rh_G_and_S_occipital_inf_volume,rh_G_and_S_paracentral_volume,rh_G_and_S_subcentral_volume,rh_G_and_S_transv_frontopol_volume,rh_G_and_S_cingul-Ant_volume,rh_G_and_S_cingul-Mid-Ant_volume,rh_G_and_S_cingul-Mid-Post_volume,rh_G_Ins_lg_and_S_cent_ins_volume,rh_S_intrapariet_and_P_trans_volume,rh_S_oc_middle_and_Lunatus_volume,rh_S_oc_sup_and_transversal_volume,rh_S_oc-temp_med_and_Lingual_volume
sub-B0011,2439.5,5605.6,1782.0,3930.3,1591.3,379.8,2539.7,5545.3,1755.7,3843.7,1650.3,492.4,1150484.0,1139785.0,221197.093088,221047.537678,442244.630765,241014.514064,248003.848348,489018.362412,57227.0,618121.630765,999111.993177,992372.993177,1500719.0,0.747999,0.975708,135.0,128.0,263.0,1538082.807243,1535.0,2355.0,3120.0,2922.0,1320.0,4074.0,1818.0,2551.0,1510.0,694.0,3104.0,3286.0,760.0,2204.0,11094.0,16241.0,1477.0,2106.0,6013.0,2421.0,3614.0,4886.0,3011.0,5269.0,6904.0,5349.0,5242.0,4852.0,5553.0,5818.0,2372.0,816.0,667.0,6705.0,1423.0,1446.0,6209.0,6105.0,322.0,357.0,1216.0,3661.0,4030.0,2512.0,3838.0,1518.0,648.0,2241.0,2410.0,1220.0,421.0,3381.0,2893.0,3865.0,105.0,3084.0,1488.0,1363.0,1768.0,1828.0,3018.0,960.0,735.0,1552.0,2676.0,1329.0,3513.0,2281.0,2280.0,1035.0,1197.0,2257.0,9274.0,588.0,1139785.0,1538082.807243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1771.0,2296.0,2892.0,3469.0,2673.0,5285.0,2520.0,2897.0,1211.0,423.0,2575.0,3060.0,1483.0,2267.0,10039.0,15922.0,1474.0,1776.0,4895.0,2387.0,4648.0,4488.0,2282.0,6347.0,7935.0,5505.0,3972.0,3158.0,5865.0,5203.0,2030.0,317.0,843.0,5241.0,1655.0,1834.0,6935.0,7033.0,324.0,163.0,2424.0,4050.0,3802.0,2583.0,3803.0,1809.0,685.0,2015.0,1777.0,1462.0,632.0,2905.0,3753.0,3482.0,714.0,3725.0,1231.0,1696.0,983.0,1548.0,2557.0,646.0,665.0,2020.0,3311.0,1264.0,3284.0,2625.0,1743.0,551.0,1680.0,1599.0,9877.0,422.0,1139785.0,1538082.807243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sub-B0012,3365.6,4665.5,1913.8,4074.5,1840.0,295.1,3431.1,4889.0,1941.3,4254.5,1813.2,505.1,1141155.0,1127383.0,233389.686631,237433.639827,470823.326458,232048.446628,233948.469515,465996.916144,56787.0,631484.326458,1008291.242602,997199.242602,1394657.0,0.762288,0.931626,15.0,11.0,26.0,1497013.061566,2513.0,1881.0,2864.0,2819.0,1557.0,4102.0,2038.0,2436.0,1615.0,617.0,2565.0,3403.0,1062.0,2924.0,11032.0,17891.0,1334.0,2427.0,5066.0,1884.0,4390.0,4149.0,4364.0,6161.0,6771.0,6286.0,5950.0,3922.0,5696.0,6927.0,2145.0,1614.0,1750.0,5393.0,2174.0,1575.0,6852.0,5857.0,409.0,481.0,1440.0,2694.0,5247.0,2538.0,3842.0,1460.0,908.0,2334.0,2457.0,1524.0,569.0,3446.0,2069.0,3723.0,519.0,4300.0,1115.0,2114.0,1107.0,988.0,2984.0,531.0,848.0,2620.0,2782.0,1133.0,4183.0,2725.0,1877.0,1089.0,1815.0,1858.0,10292.0,522.0,1127383.0,1497013.061566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1709.0,1654.0,2584.0,2853.0,2900.0,5699.0,2627.0,2398.0,1831.0,943.0,2933.0,3203.0,1233.0,2167.0,10289.0,16612.0,1684.0,2631.0,5670.0,2483.0,4047.0,4046.0,3685.0,7170.0,7960.0,5983.0,5447.0,3464.0,5701.0,5413.0,2016.0,595.0,1003.0,4878.0,2853.0,1794.0,7666.0,7072.0,683.0,258.0,2017.0,4492.0,7044.0,2707.0,2990.0,1825.0,978.0,1744.0,2310.0,1908.0,334.0,3170.0,3858.0,4042.0,468.0,4157.0,1431.0,1673.0,994.0,1863.0,2542.0,917.0,976.0,2256.0,3316.0,1049.0,3227.0,1871.0,2283.0,392.0,2375.0,2078.0,9758.0,434.0,1127383.0,1497013.061566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sub-B0013,3349.6,5129.2,2201.0,4225.4,1834.0,480.0,3334.7,5602.9,2040.5,4443.4,2121.6,632.9,1232605.0,1218067.0,251386.317237,247788.6194,499174.936637,263634.669307,266488.95099,530123.620296,61274.0,660424.936637,1104759.556934,1093995.556934,1503722.0,0.803994,0.980836,13.0,25.0,38.0,1533102.92957,2390.0,3031.0,2750.0,3397.0,1844.0,5940.0,2547.0,2685.0,1738.0,679.0,2760.0,3796.0,1109.0,2718.0,11327.0,18482.0,1683.0,2572.0,6005.0,2464.0,4287.0,5402.0,3539.0,5228.0,7954.0,6087.0,5814.0,4398.0,6113.0,5808.0,2154.0,1054.0,1177.0,6604.0,3063.0,1500.0,8412.0,8240.0,681.0,496.0,1277.0,3146.0,5044.0,2935.0,3481.0,1678.0,761.0,2722.0,3131.0,1528.0,546.0,3582.0,2155.0,5225.0,511.0,4204.0,1495.0,1361.0,1666.0,1780.0,2990.0,518.0,1059.0,2609.0,2508.0,1251.0,4712.0,2655.0,2162.0,1039.0,1191.0,2974.0,10167.0,453.0,1218067.0,1533102.92957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1652.0,2337.0,2324.0,3068.0,2736.0,5342.0,2659.0,2639.0,1504.0,779.0,2908.0,3161.0,848.0,2661.0,9599.0,17117.0,1705.0,2284.0,6009.0,2660.0,5194.0,5761.0,2854.0,6466.0,8610.0,5585.0,4901.0,2965.0,6304.0,5811.0,2091.0,837.0,696.0,5732.0,2802.0,1970.0,8608.0,8822.0,539.0,335.0,2178.0,5023.0,5712.0,2721.0,3741.0,1761.0,948.0,2207.0,2546.0,1748.0,529.0,2647.0,3174.0,3672.0,793.0,5010.0,1454.0,1534.0,905.0,2126.0,3052.0,879.0,1234.0,2542.0,3575.0,1122.0,2970.0,2865.0,2137.0,426.0,2554.0,2249.0,10952.0,429.0,1218067.0,1533102.92957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sub-B0014,2742.5,4201.3,1560.2,3368.0,1402.3,312.0,2803.4,4461.6,1596.4,3573.5,1537.1,427.0,996385.0,983462.0,211941.641217,217386.018575,429327.659792,196634.41619,201387.277159,398021.693349,48597.0,557482.659792,888724.353141,879015.353141,1248573.0,0.745451,0.934126,16.0,22.0,38.0,1336621.135746,2049.0,2632.0,2785.0,3122.0,1878.0,3920.0,1853.0,2002.0,1590.0,478.0,2752.0,2710.0,1208.0,2382.0,9133.0,16605.0,1292.0,1929.0,3796.0,1973.0,3789.0,3966.0,2455.0,4918.0,5246.0,6006.0,5889.0,3422.0,5809.0,5208.0,2217.0,1366.0,828.0,5266.0,1833.0,2348.0,5736.0,6543.0,365.0,412.0,1318.0,2611.0,5201.0,3040.0,3413.0,1401.0,843.0,1956.0,2362.0,1787.0,392.0,2272.0,2146.0,5333.0,684.0,3754.0,1528.0,1250.0,722.0,1158.0,2545.0,555.0,777.0,2216.0,1990.0,1032.0,3028.0,2280.0,1862.0,856.0,1197.0,2517.0,8561.0,366.0,983462.0,1336621.135746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1191.0,2786.0,2061.0,2422.0,2324.0,4881.0,2496.0,2289.0,1184.0,579.0,3163.0,2772.0,1087.0,1743.0,10070.0,13876.0,1416.0,2036.0,4602.0,2170.0,4066.0,3814.0,2606.0,6775.0,6190.0,5139.0,4575.0,2879.0,6461.0,5620.0,1819.0,681.0,861.0,4461.0,1967.0,1455.0,7365.0,7686.0,474.0,321.0,1903.0,4757.0,5467.0,2971.0,3246.0,1326.0,978.0,1732.0,2128.0,2053.0,472.0,2194.0,2736.0,3801.0,648.0,3472.0,1041.0,1522.0,729.0,1788.0,2621.0,602.0,888.0,2374.0,3033.0,1718.0,2880.0,2216.0,2950.0,516.0,1504.0,2081.0,9159.0,405.0,983462.0,1336621.135746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sub-B0015,3005.4,5266.8,1878.2,3976.1,1373.9,429.1,3111.3,5323.8,1934.6,4381.5,1872.3,556.5,1074506.0,1063494.0,220761.582932,218307.795113,439069.378045,221191.551809,219034.968866,440226.520675,54551.0,594376.378045,944618.89872,936438.89872,1331722.0,0.777944,0.964169,15.0,31.0,46.0,1381211.949363,2295.0,2810.0,2886.0,2663.0,1578.0,4613.0,2425.0,2389.0,1411.0,688.0,2567.0,2768.0,894.0,2512.0,9569.0,17045.0,1300.0,2032.0,5087.0,1866.0,5145.0,4046.0,2967.0,5311.0,5082.0,5130.0,4820.0,3386.0,6467.0,4855.0,2166.0,968.0,694.0,5361.0,1656.0,1657.0,6338.0,8091.0,397.0,659.0,1269.0,2427.0,5152.0,2207.0,3801.0,1483.0,771.0,2173.0,2377.0,1606.0,554.0,3030.0,1688.0,4654.0,556.0,3555.0,1358.0,1433.0,942.0,1435.0,2915.0,450.0,1036.0,2371.0,2934.0,1453.0,3162.0,3233.0,1550.0,973.0,1373.0,2457.0,10030.0,466.0,1063494.0,1381211.949363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1812.0,2373.0,2281.0,2783.0,2213.0,5570.0,2424.0,2258.0,1626.0,749.0,2514.0,2644.0,1167.0,2112.0,8997.0,14532.0,1305.0,2160.0,4739.0,2198.0,5417.0,3540.0,2900.0,6124.0,6629.0,5052.0,3862.0,3012.0,6005.0,4583.0,1943.0,621.0,722.0,4888.0,1892.0,2003.0,7258.0,8555.0,406.0,296.0,1971.0,3900.0,4762.0,2258.0,2895.0,1733.0,899.0,1920.0,1992.0,1882.0,442.0,2497.0,3223.0,5013.0,638.0,4232.0,877.0,1574.0,1400.0,1431.0,2580.0,541.0,899.0,2133.0,2848.0,1131.0,2879.0,2691.0,1878.0,367.0,1636.0,2570.0,9028.0,384.0,1063494.0,1381211.949363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sub-B0016,3408.8,5056.6,2072.1,4040.2,1610.8,442.5,3457.7,4841.2,2040.1,4402.3,1572.3,558.9,1091835.0,1080395.0,222281.956563,220964.969285,443246.925848,230371.684444,229474.466535,459846.150979,56646.0,594554.925848,970434.076828,961846.076828,1336409.0,0.769351,0.941687,12.0,12.0,24.0,1419164.36005,1897.0,3264.0,2506.0,2980.0,1999.0,4203.0,2238.0,2617.0,1691.0,602.0,2841.0,3672.0,959.0,3271.0,10218.0,15541.0,1528.0,2299.0,5087.0,2415.0,4474.0,4848.0,3022.0,5572.0,6194.0,6867.0,6195.0,2982.0,5243.0,5378.0,2104.0,956.0,805.0,4998.0,1817.0,1971.0,5041.0,7377.0,377.0,507.0,1462.0,2964.0,5030.0,2289.0,2850.0,1396.0,803.0,1908.0,2843.0,1454.0,513.0,3729.0,1430.0,3427.0,586.0,3850.0,1376.0,1598.0,607.0,902.0,3018.0,458.0,954.0,2400.0,2818.0,1052.0,2980.0,2369.0,2035.0,1167.0,1472.0,2870.0,8901.0,640.0,1080395.0,1419164.36005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1369.0,2470.0,2284.0,2822.0,2267.0,5631.0,1766.0,2339.0,1253.0,739.0,3499.0,3302.0,959.0,2306.0,9332.0,14921.0,1897.0,1848.0,4920.0,2247.0,5784.0,4146.0,3111.0,5788.0,6857.0,5523.0,4864.0,2637.0,5376.0,4552.0,1844.0,583.0,852.0,4524.0,2279.0,2061.0,5632.0,6764.0,541.0,387.0,2072.0,4685.0,5270.0,2527.0,2908.0,2014.0,884.0,1710.0,2163.0,1415.0,911.0,3038.0,3227.0,3525.0,547.0,4882.0,1260.0,1605.0,1399.0,1484.0,3079.0,570.0,970.0,2195.0,3248.0,1192.0,2962.0,2425.0,2059.0,380.0,2110.0,1709.0,8671.0,265.0,1080395.0,1419164.36005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sub-B0017,3598.4,4358.9,2084.6,4301.1,1589.1,446.1,3497.9,4528.5,2024.5,4320.0,1893.0,523.6,1108762.0,1090291.0,224156.068033,227827.860261,451983.928294,220440.106122,223146.969581,443587.075703,58072.0,615331.928294,972601.003997,957162.003997,1331976.0,0.767228,0.921685,28.0,17.0,45.0,1445152.917402,2302.0,2866.0,2681.0,3153.0,1700.0,4475.0,2044.0,2075.0,1463.0,659.0,3564.0,2414.0,1001.0,2427.0,10276.0,16940.0,1440.0,1783.0,4756.0,2608.0,4033.0,5034.0,3556.0,4455.0,5958.0,6489.0,5768.0,3353.0,7074.0,5581.0,2082.0,1367.0,1134.0,5497.0,1458.0,1860.0,7184.0,6561.0,337.0,381.0,1473.0,2762.0,5972.0,2966.0,3587.0,1807.0,586.0,2367.0,1985.0,1803.0,346.0,2981.0,1823.0,3802.0,557.0,3942.0,1055.0,1976.0,630.0,1136.0,2689.0,378.0,900.0,2096.0,2601.0,1200.0,4119.0,2127.0,2359.0,1504.0,1522.0,2298.0,7231.0,800.0,1090291.0,1445152.917402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1565.0,2204.0,2485.0,2460.0,2558.0,5990.0,2775.0,2603.0,1489.0,691.0,3228.0,3080.0,1331.0,2224.0,9285.0,14206.0,1263.0,1852.0,4882.0,2603.0,3575.0,5086.0,4495.0,5718.0,7740.0,5877.0,5238.0,3272.0,6391.0,4987.0,1752.0,722.0,571.0,4266.0,1908.0,1411.0,8087.0,7144.0,335.0,145.0,1924.0,4771.0,5996.0,2771.0,3428.0,1657.0,611.0,1788.0,1649.0,1865.0,530.0,3322.0,3781.0,3519.0,291.0,5869.0,1221.0,1969.0,824.0,1889.0,2402.0,669.0,1028.0,2265.0,3011.0,1331.0,3646.0,2828.0,1330.0,414.0,1712.0,2054.0,8704.0,593.0,1090291.0,1445152.917402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sub-B0018,2780.7,3881.8,1775.1,4292.9,1680.8,331.0,2706.6,4160.1,1843.3,4290.5,1503.0,429.9,1126733.0,1114736.0,241957.864265,240728.175425,482686.039689,232076.944177,224763.099437,456840.043613,52514.0,631471.039689,1004111.083303,995106.083303,1367923.0,0.806423,0.979048,23.0,29.0,52.0,1397197.650967,2517.0,4170.0,2813.0,2818.0,1519.0,4609.0,2495.0,2340.0,1429.0,609.0,2854.0,4009.0,1169.0,2951.0,9640.0,17550.0,1534.0,2383.0,4872.0,2637.0,4243.0,4167.0,4048.0,5976.0,5607.0,7357.0,5722.0,3627.0,6575.0,6258.0,2082.0,878.0,1309.0,6387.0,2019.0,1605.0,7078.0,8248.0,369.0,437.0,1505.0,2610.0,5715.0,2996.0,3370.0,1724.0,778.0,2276.0,2393.0,2161.0,646.0,5706.0,1756.0,3994.0,608.0,4243.0,1449.0,1506.0,1437.0,1035.0,2789.0,523.0,673.0,2850.0,2659.0,1394.0,4069.0,2331.0,2642.0,986.0,1562.0,2625.0,10345.0,445.0,1114736.0,1397197.650967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1860.0,2679.0,2635.0,2863.0,2674.0,5516.0,2581.0,2755.0,1570.0,788.0,2480.0,3209.0,905.0,2582.0,10180.0,16199.0,1304.0,2403.0,5633.0,2902.0,5035.0,4330.0,4227.0,6146.0,6636.0,5791.0,5795.0,3486.0,6707.0,5368.0,1790.0,717.0,718.0,5542.0,2253.0,1660.0,8052.0,8658.0,564.0,449.0,1752.0,4156.0,5779.0,2957.0,2994.0,1725.0,782.0,1933.0,2078.0,2122.0,576.0,2895.0,3583.0,4353.0,632.0,4342.0,1031.0,2131.0,1167.0,1296.0,2703.0,573.0,812.0,2853.0,2759.0,1275.0,3406.0,4060.0,2287.0,694.0,2265.0,2148.0,9534.0,522.0,1114736.0,1397197.650967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sub-B0019,3017.8,4866.4,2045.4,4229.8,1726.0,292.7,3103.0,4613.8,1880.0,4394.6,1763.7,526.4,1100804.0,1088195.0,223877.546416,220577.900271,444455.446687,227638.033324,227314.559953,454952.593277,56639.0,605670.446687,967757.039964,958689.039964,1362339.0,0.765763,0.947698,21.0,17.0,38.0,1437524.98346,2142.0,1919.0,2351.0,2912.0,1923.0,4255.0,2217.0,2400.0,1601.0,594.0,2754.0,3217.0,968.0,2236.0,9745.0,14631.0,1387.0,2068.0,5986.0,2274.0,3790.0,3653.0,3347.0,5655.0,6650.0,5101.0,5011.0,3862.0,5876.0,5855.0,2481.0,833.0,864.0,5220.0,1830.0,1714.0,7880.0,7070.0,389.0,468.0,1294.0,2545.0,4932.0,2741.0,3470.0,1559.0,874.0,2078.0,2280.0,2112.0,503.0,3052.0,1995.0,4729.0,538.0,2775.0,1820.0,1842.0,825.0,1113.0,3068.0,439.0,1085.0,2454.0,3305.0,1470.0,3398.0,2272.0,2519.0,837.0,1283.0,2666.0,10694.0,684.0,1088195.0,1437524.98346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1377.0,2107.0,2172.0,2488.0,2514.0,5247.0,2248.0,2189.0,1149.0,589.0,2676.0,2865.0,949.0,2273.0,7417.0,15003.0,1499.0,1995.0,4999.0,2585.0,3210.0,3583.0,3242.0,5759.0,7832.0,4571.0,5417.0,2828.0,5923.0,5855.0,2135.0,706.0,977.0,4809.0,2011.0,1785.0,8224.0,7502.0,637.0,314.0,1927.0,4002.0,5772.0,2317.0,3310.0,1876.0,878.0,1921.0,2005.0,1505.0,658.0,2831.0,3400.0,4471.0,643.0,5208.0,850.0,1608.0,898.0,1814.0,2840.0,508.0,1013.0,2123.0,3055.0,1158.0,3055.0,2034.0,2122.0,473.0,2057.0,1800.0,9372.0,319.0,1088195.0,1437524.98346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sub-B0020,3326.6,5532.1,2190.9,4597.4,2052.2,580.0,3466.9,5657.1,1989.1,4792.7,2281.0,568.0,1241196.0,1232768.0,264723.128956,269152.44713,533875.576085,239517.480219,238603.796766,478121.276985,63235.0,720247.576085,1084181.85307,1078632.85307,1501973.0,0.799716,0.967738,48.0,53.0,101.0,1552045.720242,2206.0,3169.0,2737.0,4270.0,2042.0,5908.0,3129.0,2741.0,1910.0,656.0,2658.0,3311.0,1060.0,2111.0,10881.0,18954.0,1324.0,2529.0,5262.0,2087.0,5162.0,4096.0,3544.0,6639.0,7584.0,8146.0,6462.0,3636.0,7615.0,6208.0,2777.0,1494.0,1192.0,5849.0,2536.0,1661.0,9989.0,9518.0,262.0,381.0,1572.0,2931.0,4920.0,2171.0,4230.0,1614.0,933.0,2636.0,2816.0,2308.0,594.0,3975.0,3495.0,4599.0,435.0,4732.0,1068.0,1863.0,913.0,2740.0,3879.0,509.0,1062.0,3063.0,2285.0,1533.0,4702.0,4128.0,1703.0,1215.0,1999.0,2941.0,13187.0,395.0,1232768.0,1552045.720242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,3075.0,2165.0,4171.0,3272.0,6585.0,3443.0,3233.0,1950.0,537.0,3813.0,4028.0,851.0,2943.0,10542.0,17880.0,1671.0,2927.0,6471.0,2325.0,5278.0,4753.0,3840.0,7766.0,7462.0,6277.0,4792.0,4592.0,6572.0,4807.0,2479.0,1450.0,853.0,5486.0,3179.0,1548.0,9012.0,11227.0,463.0,499.0,2101.0,5458.0,5773.0,2369.0,3783.0,1750.0,885.0,1907.0,2805.0,1648.0,381.0,2620.0,3430.0,5749.0,601.0,5019.0,1159.0,2266.0,1970.0,2122.0,3772.0,487.0,1285.0,2694.0,3838.0,2117.0,3788.0,2511.0,2486.0,502.0,1709.0,2882.0,11799.0,370.0,1232768.0,1552045.720242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
