,Left-Caudate,Left-Putamen,Left-Pallidum,Left-Hippocampus,Left-Amygdala,Left-Accumbens-area,Right-Caudate,Right-Putamen,Right-Pallidum,Right-Hippocampus,Right-Amygdala,Right-Accumbens-area,BrainSegVol,BrainSegVolNotVent,lhCortexVol,rhCortexVol,CortexVol,lhCerebralWhiteMatterVol,rhCerebralWhiteMatterVol,CerebralWhiteMatterVol,SubCortGrayVol,TotalGrayVol,SupraTentorialVol,SupraTentorialVolNotVent,MaskVol,BrainSegVol-to-eTIV,MaskVol-to-eTIV,lhSurfaceHoles,rhSurfaceHoles,SurfaceHoles,EstimatedTotalIntraCranialVol,lh_bankssts_volume,lh_caudalanteriorcingulate_volume,lh_caudalmiddlefrontal_volume,lh_cuneus_volume,lh_entorhinal_volume,lh_fusiform_volume,lh_inferiorparietal_volume,lh_inferiortemporal_volume,lh_isthmuscingulate_volume,lh_lateraloccipital_volume,lh_lateralorbitofrontal_volume,lh_lingual_volume,lh_medialorbitofrontal_volume,lh_middletemporal_volume,lh_parahippocampal_volume,lh_paracentral_volume,lh_parsopercularis_volume,lh_parsorbitalis_volume,lh_parstriangularis_volume,lh_pericalcarine_volume,lh_postcentral_volume,lh_posteriorcingulate_volume,lh_precentral_volume,lh_precuneus_volume,lh_rostralanteriorcingulate_volume,lh_rostralmiddlefrontal_volume,lh_superiorfrontal_volume,lh_superiorparietal_volume,lh_superiortemporal_volume,lh_supramarginal_volume,lh_frontalpole_volume,lh_temporalpole_volume,lh_transversetemporal_volume,lh_insula_volume,BrainSegVolNotVent,eTIV,rh_bankssts_volume,rh_caudalanteriorcingulate_volume,rh_caudalmiddlefrontal_volume,rh_cuneus_volume,rh_entorhinal_volume,rh_fusiform_volume,rh_inferiorparietal_volume,rh_inferiortemporal_volume,rh_isthmuscingulate_volume,rh_lateraloccipital_volume,rh_lateralorbitofrontal_volume,rh_lingual_volume,rh_medialorbitofrontal_volume,rh_middletemporal_volume,rh_parahippocampal_volume,rh_paracentral_volume,rh_parsopercularis_volume,rh_parsorbitalis_volume,rh_parstriangularis_volume,rh_pericalcarine_volume,rh_postcentral_volume,rh_posteriorcingulate_volume,rh_precentral_volume,rh_precuneus_volume,rh_rostralanteriorcingulate_volume,rh_rostralmiddlefrontal_volume,rh_superiorfrontal_volume,rh_superiorparietal_volume,rh_superiortemporal_volume,rh_supramarginal_volume,rh_frontalpole_volume,rh_temporalpole_volume,rh_transversetemporal_volume,rh_insula_volume,BrainSegVolNotVent,eTIV
sub-B0021,3227.7,4909.2,1833.2,3958.4,1586.3,328.9,3260.1,5177.0,1811.4,4266.3,1995.9,469.3,1070719.0,1057350.0,221560.104486,225505.922921,447066.027407,210689.36307,213211.234271,423900.597341,54393.0,604666.027407,938956.624747,929237.624747,1336172.0,0.803789,1.003065,24.0,20.0,44.0,1332089.561816,2223.0,2239.0,5899.0,2541.0,2086.0,10842.0,12731.0,10271.0,2189.0,11129.0,6649.0,4731.0,4720.0,8912.0,1914.0,3434.0,4192.0,2485.0,3664.0,1642.0,8116.0,2952.0,13174.0,9396.0,2600.0,15469.0,21524.0,12852.0,9614.0,10597.0,1008.0,2519.0,990.0,7155.0,1057350.0,1332089.561816,2109.0,2626.0,6065.0,2924.0,1827.0,10359.0,15158.0,10953.0,2098.0,10993.0,6561.0,4829.0,4996.0,10188.0,2047.0,3857.0,3371.0,2496.0,4533.0,1734.0,9560.0,3489.0,14310.0,9472.0,2168.0,16322.0,21232.0,11069.0,10596.0,8049.0,1078.0,2635.0,604.0,6579.0,1057350.0,1332089.561816
sub-B0022,3162.8,4982.3,1782.1,4061.8,1523.2,400.6,3085.5,5004.5,1690.2,4376.0,1780.0,519.7,1063963.0,1054855.0,229147.680096,231365.145338,460512.825434,211049.833742,210459.887279,421509.721021,53418.0,605191.825434,945832.546455,939021.546455,1272968.0,0.798646,0.955532,24.0,18.0,42.0,1332208.254301,2306.0,1302.0,7182.0,3167.0,1703.0,10019.0,12341.0,8917.0,2603.0,12121.0,6591.0,6280.0,5182.0,10733.0,2054.0,3209.0,3777.0,1865.0,3660.0,2070.0,9916.0,3055.0,13926.0,8595.0,2674.0,15233.0,22333.0,10312.0,12489.0,12903.0,970.0,2457.0,1092.0,7134.0,1054855.0,1332208.254301,2184.0,2157.0,6702.0,3262.0,1450.0,7577.0,14619.0,7053.0,3130.0,12477.0,7296.0,7608.0,5634.0,12600.0,1765.0,3637.0,4039.0,2731.0,4413.0,2614.0,9337.0,3010.0,14648.0,9507.0,1660.0,14913.0,19907.0,11073.0,13096.0,11041.0,1335.0,2355.0,829.0,6861.0,1054855.0,1332208.254301
sub-B0023,3634.8,4867.1,2022.3,4358.9,1642.5,444.7,3689.3,4944.1,2034.6,4507.5,2025.2,553.0,1180569.0,1168372.0,248848.086533,247207.780354,496055.866887,240372.895158,236863.772592,477236.667751,59103.0,662001.866887,1042932.534638,1034713.534638,1432147.0,0.781601,0.94816,45.0,20.0,65.0,1510448.806902,2149.0,2005.0,6417.0,3272.0,2664.0,8260.0,12716.0,12137.0,3000.0,11945.0,8551.0,6721.0,5783.0,13801.0,2021.0,4083.0,4267.0,2828.0,4034.0,2428.0,9285.0,3609.0,14628.0,11610.0,2260.0,14721.0,23879.0,11003.0,12991.0,13265.0,946.0,2383.0,1125.0,8508.0,1168372.0,1510448.806902,2251.0,1658.0,6593.0,3036.0,2115.0,9305.0,15664.0,12700.0,2776.0,12490.0,8510.0,6460.0,5759.0,14037.0,2066.0,4213.0,3699.0,3013.0,3732.0,2434.0,9643.0,3936.0,14727.0,11636.0,1300.0,14273.0,22778.0,11609.0,11908.0,10539.0,1151.0,2545.0,768.0,8174.0,1168372.0,1510448.806902
sub-B0024,3560.7,5263.3,2080.0,4165.8,1808.5,385.8,3591.9,5238.5,2104.6,4418.7,1924.1,515.4,1170658.0,1150901.0,229620.032746,231024.463272,460644.496018,247233.170999,245790.987898,493024.158897,59132.0,629370.496018,1032358.654915,1016135.654915,1402539.0,0.758244,0.908435,17.0,18.0,35.0,1543907.599305,2133.0,2343.0,5698.0,2968.0,2018.0,10240.0,12706.0,14001.0,3075.0,12722.0,7298.0,6024.0,4490.0,10800.0,1786.0,3780.0,4081.0,1861.0,3149.0,2108.0,8192.0,3516.0,12725.0,9931.0,2832.0,14594.0,19926.0,12458.0,11116.0,11634.0,777.0,2010.0,819.0,6470.0,1150901.0,1543907.599305,2045.0,1725.0,5773.0,3629.0,2467.0,9785.0,17795.0,11685.0,2599.0,12930.0,6743.0,7310.0,5191.0,11881.0,2014.0,3221.0,3077.0,2610.0,3618.0,2876.0,10110.0,2825.0,13501.0,9596.0,1897.0,15199.0,19628.0,11313.0,10050.0,8009.0,953.0,2611.0,710.0,6546.0,1150901.0,1543907.599305
sub-B0025,3172.3,4293.7,2214.6,3758.9,1343.2,211.8,3221.4,4388.2,2116.4,3863.7,1527.6,380.2,1122228.0,1097194.0,226592.293377,227047.926702,453640.220079,228470.06636,229649.821204,458119.887564,53036.0,609089.220079,989285.107643,969314.107643,1430692.0,0.729027,0.929412,30.0,22.0,52.0,1539350.960697,2010.0,2112.0,6531.0,2911.0,2109.0,7459.0,10673.0,11287.0,2888.0,9646.0,6886.0,6220.0,5031.0,10816.0,1720.0,3903.0,3599.0,2039.0,3054.0,2038.0,8569.0,2947.0,13686.0,10298.0,3018.0,15219.0,20784.0,13952.0,12126.0,12723.0,1170.0,2469.0,1080.0,7416.0,1097194.0,1539350.960697,1946.0,2233.0,5686.0,3927.0,2389.0,9774.0,12406.0,11209.0,2264.0,11402.0,6746.0,6153.0,5103.0,10462.0,1856.0,4914.0,4477.0,2685.0,4760.0,2785.0,8671.0,3088.0,13029.0,8902.0,2139.0,14688.0,19860.0,12353.0,11691.0,8540.0,1250.0,2587.0,856.0,7681.0,1097194.0,1539350.960697
sub-B0026,3502.0,4821.3,1931.2,4647.1,1722.7,539.4,3598.3,4876.0,2043.5,4982.2,1984.4,600.4,1108709.0,1095490.0,220404.855665,221764.141827,442168.997492,234404.87758,237190.786701,471595.664281,58137.0,596438.997492,984157.661773,974154.661773,1387047.0,0.742624,0.929057,6.0,9.0,15.0,1492961.838192,2823.0,1838.0,3810.0,2276.0,1974.0,9595.0,13219.0,10033.0,3093.0,10039.0,6672.0,5823.0,4486.0,11255.0,1994.0,3020.0,4456.0,2089.0,3606.0,1893.0,9415.0,3698.0,11991.0,9014.0,2865.0,15217.0,18654.0,12601.0,10160.0,10703.0,1048.0,2389.0,963.0,7487.0,1095490.0,1492961.838192,2299.0,1914.0,5402.0,2963.0,2281.0,7290.0,13763.0,11787.0,2421.0,10318.0,6417.0,6658.0,4900.0,12698.0,1765.0,4003.0,4207.0,2208.0,4110.0,2158.0,8091.0,3383.0,13266.0,9207.0,2067.0,13191.0,19206.0,11636.0,10200.0,10430.0,989.0,2898.0,758.0,7000.0,1095490.0,1492961.838192
sub-B0027,3796.7,5104.7,1981.5,3800.9,1728.9,364.6,3895.7,5062.4,1992.6,3858.6,1942.1,477.3,1187762.0,1160612.0,253437.019619,253314.354094,506751.373713,231681.226787,228950.273868,460631.500655,55906.0,669156.373713,1051248.874368,1027760.874368,1469099.0,0.765387,0.946679,41.0,39.0,80.0,1551845.277953,2063.0,2262.0,8273.0,3618.0,1884.0,8288.0,11541.0,10782.0,2778.0,12137.0,8089.0,6530.0,5243.0,13650.0,2047.0,3552.0,4512.0,2049.0,3409.0,2527.0,9848.0,3817.0,16943.0,9555.0,2999.0,16649.0,28194.0,13555.0,13028.0,12507.0,913.0,2428.0,1155.0,8310.0,1160612.0,1551845.277953,2489.0,2663.0,7225.0,3709.0,1682.0,10500.0,15029.0,9565.0,2810.0,12175.0,8960.0,7498.0,5791.0,13178.0,1898.0,4032.0,4088.0,3168.0,4257.0,2473.0,9369.0,3429.0,15637.0,9783.0,2439.0,18539.0,24801.0,12370.0,12865.0,10152.0,1151.0,2897.0,972.0,7024.0,1160612.0,1551845.277953
sub-B0028,3526.6,4591.5,2074.8,4414.0,1596.4,402.3,3410.5,4638.8,2121.6,4756.6,1678.4,509.1,1187400.0,1167102.0,233169.643444,232144.343352,465313.986796,255487.662452,254656.962747,510144.625198,57863.0,625503.986796,1054121.611995,1036898.611995,1468430.0,0.766538,0.94796,13.0,14.0,27.0,1549042.603436,2191.0,1307.0,6195.0,3727.0,2308.0,8967.0,11117.0,9559.0,2805.0,11583.0,8101.0,7207.0,4348.0,9761.0,2046.0,3573.0,4380.0,2645.0,4248.0,2828.0,10475.0,2926.0,13076.0,9451.0,2700.0,15621.0,22436.0,11469.0,11488.0,11753.0,785.0,2778.0,1491.0,7688.0,1167102.0,1549042.603436,1620.0,2685.0,5443.0,3407.0,2595.0,9480.0,12993.0,9630.0,2819.0,12201.0,7846.0,7573.0,5516.0,10803.0,1795.0,4087.0,4356.0,2446.0,4085.0,2839.0,10107.0,3690.0,12836.0,9551.0,2428.0,14264.0,20875.0,11513.0,11181.0,10340.0,1102.0,2518.0,1021.0,7100.0,1167102.0,1549042.603436
sub-B0029,3463.3,5320.1,2130.6,4173.3,1566.8,368.5,3400.0,5563.0,2129.3,4174.9,1724.1,447.7,1143200.0,1129600.0,237867.215099,243889.079553,481756.294653,235519.185024,237144.409893,472663.594917,58704.0,632181.294653,1026770.88957,1016391.88957,1386743.0,0.790477,0.958877,20.0,22.0,42.0,1446215.446429,2491.0,2104.0,6219.0,2497.0,1560.0,9644.0,13307.0,12611.0,2381.0,11608.0,8105.0,5482.0,4961.0,10246.0,1649.0,3802.0,5889.0,2198.0,4037.0,1489.0,9173.0,2787.0,14077.0,9517.0,2929.0,15932.0,23218.0,14323.0,13013.0,9259.0,1022.0,2412.0,1120.0,7409.0,1129600.0,1446215.446429,3038.0,1645.0,7149.0,2768.0,1556.0,9624.0,17131.0,10906.0,2280.0,10937.0,7693.0,6097.0,5903.0,12127.0,1607.0,4271.0,4461.0,3033.0,4935.0,1715.0,9408.0,3630.0,14562.0,9852.0,1329.0,16090.0,24639.0,12725.0,12854.0,9572.0,1151.0,2399.0,1006.0,6556.0,1129600.0,1446215.446429
sub-B0030,3649.9,5498.8,2202.5,4626.1,2140.5,411.2,3850.3,5623.8,2216.8,5053.1,2216.3,617.6,1174075.0,1161251.0,242164.635343,246093.58324,488258.218583,228583.601594,228316.648301,456900.249895,65813.0,673782.218583,1021032.468478,1013235.468478,1450956.0,0.790643,0.9771,32.0,23.0,55.0,1484962.059395,2373.0,1479.0,7077.0,2917.0,2038.0,9681.0,12043.0,14321.0,2309.0,9686.0,7315.0,6089.0,5288.0,14794.0,2119.0,3755.0,4739.0,2260.0,3547.0,1585.0,9896.0,3090.0,15210.0,9640.0,2157.0,17765.0,22774.0,12137.0,12527.0,10384.0,1004.0,2188.0,904.0,7036.0,1161251.0,1484962.059395,1869.0,1830.0,6969.0,3458.0,2282.0,9697.0,14098.0,14787.0,1967.0,11395.0,7117.0,5263.0,5497.0,14526.0,2275.0,4257.0,3921.0,2333.0,4551.0,1830.0,8449.0,3316.0,14478.0,10052.0,1555.0,18202.0,25018.0,12077.0,10888.0,10475.0,1208.0,2745.0,796.0,7445.0,1161251.0,1484962.059395
sub-B0031,3029.5,4497.1,1871.1,3833.7,1506.9,356.1,3159.6,4719.6,1848.0,4335.0,1553.2,483.0,940178.0,927496.0,188767.481699,187136.679828,375904.161527,191031.195753,189116.135646,380147.331399,52062.0,523750.161527,820009.492927,810558.492927,1170745.0,0.762962,0.950069,43.0,31.0,74.0,1232273.706766,2604.0,1460.0,4586.0,2311.0,1649.0,7064.0,9316.0,9887.0,2031.0,9609.0,5372.0,4468.0,4109.0,10593.0,1643.0,2478.0,3626.0,2036.0,3076.0,1200.0,7328.0,2700.0,10031.0,6694.0,2227.0,14197.0,18679.0,8663.0,10367.0,9956.0,975.0,1656.0,892.0,6218.0,927496.0,1232273.706766,2076.0,1819.0,4962.0,2227.0,1559.0,6672.0,12051.0,10255.0,1912.0,9242.0,5681.0,4602.0,4815.0,9872.0,1219.0,2754.0,2805.0,2492.0,2818.0,1356.0,6580.0,2988.0,9411.0,6804.0,1671.0,15719.0,16146.0,8931.0,9969.0,8300.0,1184.0,2226.0,614.0,6002.0,927496.0,1232273.706766
sub-B0034,4541.8,5287.6,2327.0,4605.2,1648.7,490.1,4122.1,5594.5,2267.7,4928.5,1658.7,657.4,1290918.0,1274711.0,265114.49657,262323.87868,527438.37525,262400.03324,261157.320407,523557.353647,66316.0,716401.37525,1132735.728897,1120232.728897,1595273.0,0.7629,0.942766,18.0,14.0,32.0,1692119.642829,2663.0,2924.0,6354.0,3692.0,2002.0,10564.0,13475.0,12069.0,3436.0,13217.0,8762.0,6313.0,5584.0,12316.0,1876.0,4173.0,7128.0,2664.0,4794.0,2304.0,8840.0,3747.0,13789.0,11342.0,3457.0,19498.0,22112.0,15661.0,16272.0,11164.0,1238.0,2667.0,1223.0,8516.0,1274711.0,1692119.642829,2445.0,1940.0,6147.0,3557.0,2205.0,11277.0,15975.0,12168.0,2484.0,12791.0,9414.0,6542.0,6173.0,12434.0,1561.0,4428.0,4722.0,2919.0,4783.0,2683.0,8680.0,3334.0,15429.0,11459.0,2438.0,18918.0,23400.0,14659.0,14169.0,11621.0,1126.0,2639.0,1031.0,7409.0,1274711.0,1692119.642829
sub-B0037,3483.7,5721.7,2166.0,4357.0,1630.5,420.0,3381.3,5829.5,2294.5,4520.6,1779.0,590.2,1186501.0,1162889.0,216837.047147,215945.108176,432782.155323,269669.41092,266343.355694,536012.766613,60850.0,596824.155323,1053145.921937,1033891.921937,1394004.0,0.782854,0.919765,16.0,16.0,32.0,1515609.388458,2395.0,2351.0,4902.0,2593.0,2256.0,8409.0,11739.0,9900.0,2939.0,10095.0,6990.0,6119.0,4765.0,11819.0,2097.0,3399.0,3707.0,2213.0,3213.0,1949.0,9302.0,3206.0,12446.0,8727.0,2895.0,13033.0,20148.0,11170.0,11288.0,11340.0,603.0,2220.0,860.0,7684.0,1162889.0,1515609.388458,1762.0,1575.0,5438.0,3513.0,1882.0,9249.0,13884.0,9888.0,2432.0,10715.0,7186.0,6663.0,4827.0,11559.0,2036.0,3067.0,3671.0,2021.0,4118.0,2321.0,9314.0,3233.0,12304.0,9477.0,2164.0,12963.0,18466.0,10931.0,10005.0,8215.0,876.0,2595.0,744.0,7617.0,1162889.0,1515609.388458
sub-C0001,4275.7,6123.5,2377.1,4317.9,1804.3,630.3,4300.5,6109.3,2383.2,4461.1,2214.7,727.4,1383440.0,1360460.0,290709.983575,290305.795763,581015.779338,277881.958368,276433.704749,554315.663117,67211.0,769212.779338,1226876.442455,1207252.442455,1705203.0,0.761982,0.939205,32.0,29.0,61.0,1815581.611521,2077.0,964.0,7126.0,3867.0,1852.0,10612.0,19413.0,16915.0,4449.0,14192.0,9000.0,6109.0,5666.0,12513.0,1836.0,5249.0,5350.0,2394.0,4116.0,2249.0,12189.0,4273.0,18928.0,12853.0,2905.0,18427.0,30435.0,18165.0,12045.0,11442.0,1007.0,2663.0,1305.0,9599.0,1360460.0,1815581.611521,2610.0,2365.0,7244.0,3626.0,2376.0,10720.0,23232.0,16128.0,3027.0,12065.0,9277.0,5907.0,6727.0,13825.0,1849.0,5893.0,4046.0,3491.0,5532.0,2340.0,11190.0,3887.0,16362.0,13536.0,2843.0,19800.0,27555.0,18469.0,12461.0,10463.0,1295.0,2932.0,713.0,8594.0,1360460.0,1815581.611521
sub-C0003,3088.7,4704.0,1857.4,3754.0,1379.1,484.1,3252.9,4624.4,1933.4,4109.6,1881.6,489.3,1068035.0,1049796.0,203702.473537,203118.013682,406820.487219,235550.15092,234585.417891,470135.568811,52428.0,550865.487219,946680.05603,931904.05603,1378900.0,0.723323,0.933855,42.0,35.0,77.0,1476566.971699,1908.0,1054.0,4181.0,2628.0,1748.0,8706.0,10469.0,9341.0,2612.0,10033.0,7213.0,5783.0,4973.0,11146.0,1606.0,3312.0,3295.0,2350.0,2627.0,2238.0,8491.0,2709.0,10782.0,7721.0,2468.0,14570.0,22123.0,8694.0,8272.0,10839.0,763.0,2481.0,637.0,6830.0,1049796.0,1476566.971699,1889.0,1609.0,4808.0,2419.0,1850.0,7767.0,13607.0,9289.0,2739.0,10121.0,6766.0,6192.0,5182.0,10747.0,1554.0,3438.0,3581.0,2624.0,4215.0,2265.0,7506.0,2290.0,9635.0,8343.0,2014.0,13661.0,19266.0,8834.0,9583.0,8746.0,1130.0,2535.0,715.0,6936.0,1049796.0,1476566.971699
sub-C0004,3118.4,4908.3,1962.9,3763.4,1536.2,359.9,3071.0,5102.6,1999.3,3969.9,1580.4,382.6,1112090.0,1095943.0,229350.6251,227399.887909,456750.513009,219371.247287,220932.303665,440303.550952,56394.0,619862.513009,970172.063961,957573.063961,1365532.0,0.765293,0.9397,17.0,11.0,28.0,1453156.663083,2597.0,1552.0,5796.0,2589.0,1565.0,8097.0,11793.0,12366.0,2533.0,11653.0,7356.0,6854.0,4788.0,11132.0,1676.0,3452.0,4417.0,2294.0,3998.0,2112.0,8441.0,2869.0,12708.0,9104.0,2814.0,16086.0,21471.0,12267.0,13764.0,9466.0,950.0,2627.0,1027.0,7848.0,1095943.0,1453156.663083,2198.0,1453.0,5411.0,2947.0,1643.0,9444.0,12199.0,9682.0,2797.0,11397.0,7316.0,7480.0,5259.0,12619.0,1986.0,4150.0,3405.0,2506.0,4347.0,2070.0,7725.0,3321.0,13682.0,8451.0,2120.0,15566.0,21248.0,12192.0,12583.0,10366.0,1188.0,2565.0,853.0,6841.0,1095943.0,1453156.663083
sub-C0005,3278.0,4691.6,1711.2,3783.7,1414.5,425.0,2941.6,5136.7,2017.6,3804.8,1563.0,383.9,887891.0,873234.0,172410.026752,180801.55476,353211.581512,164934.981269,171058.615029,335993.596298,54764.0,507560.581512,759112.177811,748111.177811,1207533.0,0.659605,0.897064,285.0,268.0,553.0,1346094.672221,1715.0,1577.0,4651.0,2639.0,620.0,6099.0,8284.0,6674.0,2349.0,10625.0,3890.0,6145.0,4272.0,8518.0,1936.0,3269.0,3555.0,950.0,2587.0,1911.0,9437.0,2620.0,10873.0,8011.0,1433.0,8481.0,19075.0,8491.0,8663.0,7953.0,1146.0,950.0,875.0,6306.0,873234.0,1346094.672221,1681.0,1899.0,5287.0,3015.0,1024.0,7962.0,10482.0,7626.0,1815.0,11299.0,4370.0,5814.0,4880.0,9643.0,1516.0,3236.0,2997.0,1332.0,2509.0,1820.0,8028.0,2364.0,11753.0,7791.0,1550.0,9339.0,18023.0,9896.0,9294.0,7522.0,1076.0,1084.0,859.0,5339.0,873234.0,1346094.672221
sub-C0006,3649.6,5761.3,2396.6,4370.1,1951.8,422.5,3617.1,5867.3,2224.6,4759.1,2033.2,533.7,1303872.0,1287264.0,273806.26388,277959.656924,551765.920804,253913.778383,255177.403221,509091.181604,64668.0,746928.920804,1141988.102408,1129138.102408,1617080.0,0.777668,0.964474,35.0,31.0,66.0,1676644.233957,3336.0,1438.0,8644.0,3411.0,1890.0,10000.0,14809.0,12823.0,2687.0,11546.0,9197.0,6879.0,6111.0,14057.0,1831.0,3814.0,5670.0,2833.0,4584.0,2417.0,9849.0,3830.0,14441.0,9684.0,2665.0,17805.0,30015.0,13444.0,16052.0,14541.0,1121.0,2523.0,1482.0,8676.0,1287264.0,1676644.233957,2222.0,1761.0,8727.0,3865.0,2112.0,10209.0,16452.0,12868.0,2748.0,16118.0,8487.0,7494.0,5783.0,14376.0,2008.0,4544.0,4947.0,3108.0,6551.0,2216.0,9019.0,3886.0,15477.0,10998.0,2248.0,19889.0,27471.0,13795.0,13905.0,11007.0,1198.0,3085.0,933.0,9388.0,1287264.0,1676644.233957
sub-C0007,2994.3,4817.4,1901.1,3787.4,1530.6,369.0,3272.2,5293.6,1949.4,4057.4,1840.0,485.7,1056065.0,1047068.0,212985.213424,214518.859416,427504.07284,215605.571363,218024.799863,433630.371226,55301.0,582920.07284,925997.444066,919960.444066,1318603.0,0.77898,0.972635,14.0,14.0,28.0,1355701.546054,1988.0,1111.0,5548.0,2569.0,1778.0,10644.0,10704.0,9453.0,2470.0,11245.0,6864.0,4628.0,4279.0,10330.0,2128.0,3790.0,4013.0,2098.0,3435.0,1473.0,8686.0,3222.0,11892.0,8099.0,2688.0,13347.0,22327.0,11670.0,10358.0,9334.0,748.0,2589.0,1184.0,6827.0,1047068.0,1355701.546054,2302.0,2493.0,3910.0,3214.0,2053.0,8230.0,12828.0,9982.0,1878.0,10396.0,7053.0,5582.0,5209.0,10358.0,1708.0,3792.0,3220.0,2571.0,4327.0,1846.0,8076.0,3404.0,12718.0,9056.0,2101.0,16054.0,19306.0,11400.0,10820.0,8440.0,1005.0,2501.0,1078.0,6376.0,1047068.0,1355701.546054
sub-C0008,3888.3,4715.8,1915.0,3579.6,1242.2,405.4,3973.4,4741.3,1776.6,3691.2,1392.3,518.3,1025440.0,1003708.0,218899.014472,215273.663425,434172.677896,194799.222452,198756.820837,393556.043289,52737.0,587412.677896,901158.721186,883285.721186,1276901.0,0.797631,0.993228,28.0,31.0,59.0,1285607.250773,1768.0,1344.0,6520.0,2242.0,2243.0,8259.0,11489.0,12089.0,1852.0,10163.0,7125.0,4469.0,4940.0,8868.0,2319.0,3865.0,3658.0,2150.0,2737.0,1301.0,8586.0,2893.0,15958.0,9526.0,2385.0,12823.0,24280.0,10097.0,11558.0,11042.0,1166.0,2665.0,963.0,6422.0,1003708.0,1285607.250773,2547.0,2589.0,6117.0,2656.0,1797.0,7835.0,13807.0,9863.0,2011.0,10110.0,7111.0,5610.0,5735.0,9525.0,1703.0,3809.0,4339.0,3160.0,4361.0,1466.0,7797.0,3353.0,13867.0,8670.0,1989.0,13140.0,20042.0,10245.0,11818.0,8874.0,1198.0,2352.0,814.0,6225.0,1003708.0,1285607.250773
sub-C0009,4165.1,5877.4,2224.2,4302.6,1508.6,528.1,3989.7,5981.1,2180.7,4451.7,1852.6,567.0,1272557.0,1253402.0,249614.572441,252993.247067,502607.819508,274055.41369,275433.342703,549488.756393,64087.0,673668.819508,1134700.575901,1119966.575901,1517780.0,0.788576,0.940536,35.0,53.0,88.0,1613739.96074,2490.0,1300.0,5870.0,3033.0,2856.0,9779.0,11661.0,14104.0,3145.0,9583.0,7498.0,6251.0,5889.0,10535.0,2258.0,3287.0,5849.0,2721.0,4519.0,1599.0,10511.0,2853.0,14602.0,9103.0,2498.0,19702.0,23632.0,12329.0,14827.0,14145.0,1184.0,2514.0,1325.0,7748.0,1253402.0,1613739.96074,2814.0,2753.0,6664.0,3189.0,2352.0,9752.0,16324.0,12251.0,2760.0,12115.0,8031.0,6206.0,5688.0,11854.0,1999.0,4405.0,4080.0,2636.0,4863.0,1805.0,10711.0,3408.0,15604.0,9934.0,1964.0,19944.0,22296.0,10787.0,13626.0,10992.0,1168.0,2594.0,1022.0,7837.0,1253402.0,1613739.96074
sub-C0010,3403.8,5376.6,1896.7,4014.3,1826.8,403.3,3469.8,5625.0,2062.7,4191.6,1988.8,575.9,1244736.0,1234638.0,269611.34456,271963.265154,541574.609714,238420.180966,238543.866024,476964.04699,60855.0,724857.609714,1088574.656704,1082291.656704,1533297.0,0.75302,0.927589,27.0,28.0,55.0,1652992.046274,3123.0,1160.0,6832.0,2364.0,1879.0,12785.0,15827.0,14107.0,2601.0,12967.0,8560.0,6294.0,6835.0,13112.0,1983.0,3927.0,5122.0,2870.0,4244.0,1432.0,12253.0,3074.0,16335.0,10874.0,2343.0,15868.0,26159.0,13880.0,14850.0,13877.0,1183.0,2718.0,1219.0,7448.0,1234638.0,1652992.046274,2794.0,2787.0,6913.0,3214.0,2423.0,11421.0,17436.0,11491.0,2673.0,15467.0,9880.0,6705.0,6086.0,14202.0,1987.0,3975.0,4579.0,3416.0,4799.0,1877.0,13940.0,4054.0,15511.0,11371.0,3237.0,16104.0,23400.0,12550.0,13561.0,11619.0,1273.0,2723.0,881.0,7779.0,1234638.0,1652992.046274
sub-C0011,2739.9,4072.6,1496.2,3897.6,1434.4,420.2,3196.5,4361.3,1659.7,4017.3,1461.8,469.5,1037527.0,1029728.0,215319.428818,220475.217489,435794.646307,208265.309035,207224.970991,415490.280026,51139.0,587971.646307,909698.926333,904926.926333,1265390.0,0.788896,0.962154,22.0,16.0,38.0,1315163.456193,2245.0,1657.0,6777.0,2501.0,1801.0,7597.0,12551.0,8787.0,2115.0,10259.0,7057.0,4742.0,5253.0,7434.0,2050.0,3238.0,4385.0,2066.0,3293.0,1507.0,8653.0,3767.0,13294.0,9053.0,2859.0,13210.0,20553.0,12768.0,13655.0,9993.0,949.0,2079.0,1340.0,6610.0,1029728.0,1315163.456193,2178.0,1740.0,6310.0,3264.0,1303.0,7972.0,13017.0,9762.0,2080.0,10369.0,7280.0,5552.0,5478.0,10869.0,1966.0,3620.0,3657.0,2606.0,3897.0,1873.0,8251.0,3053.0,12539.0,10103.0,1023.0,14978.0,21775.0,12781.0,11435.0,9913.0,1127.0,2091.0,951.0,6293.0,1029728.0,1315163.456193
